x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20
27 0.932018481 -0.201651068 0.650976943 0.884474915 -0.999995245 0.900842586 0.572925348 -0.323881133 0.337361261 0.474293037 0.605823198 0.800184226 -0.828111008 -0.575350066 -0.996631715 0.948627801 0.684569754 -0.041466053 0.054645038 -0.648871681
28 0.921653789 -0.290163161 0.155348905 0.871669154 -0.801897498 0.864010519 0.492227503 -0.621252133 0.86443113 -0.088145198 0.532549624 0.996738247 -0.999082848 0.315558219 -0.739963727 0.460655234 0.987488823 -0.142737528 0.497679828 -0.874933794
29 0.392173473 -0.376255366 -0.386569887 0.06093272 -0.283122995 0.066428282 0.407050987 -0.847283786 0.985050956 -0.621519082 0.455042492 0.693273836 -0.777112861 0.950587193 -0.176408182 -0.287297084 0.423507233 -0.242532542 0.834470503 -0.989317406
30 -0.358196052 -0.459209694 -0.813298864 -0.805581857 0.348871668 -0.789643204 0.318170801 -0.976020529 0.64250606 -0.94995783 0.373917952 0.042025344 -0.24950241 0.814805642 0.4603097 -0.873107699 -0.512264589 -0.339818829 0.993119382 -0.977422338
31 -0.906813934 -0.538334327 -0.997681632 -0.934662431 0.841353444 -0.950443987 0.226395648 -0.992679321 -0.002141116 -0.96516446 0.289820912 -0.63030536 0.376237974 0.01831588 0.906121848 -0.966162984 -0.998327514 -0.433590068 0.939758286 -0.840766903
32 -0.944674645 -0.612969386 -0.884775947 -0.208147943 0.997380134 -0.274391042 0.132560571 -0.895347207 -0.645781554 -0.662124852 0.203419912 -0.986440414 0.854003006 -0.793025832 0.976135141 -0.513945377 -0.607974667 -0.522876303 0.685778678 -0.596794105
33 -0.450453382 -0.682492432 -0.508225364 0.708906301 0.754557064 0.643259693 0.037519353 -0.695200985 -0.985779594 -0.140761058 0.115401803 -0.847722993 0.995886483 -0.961320108 0.641312741 0.228327311 0.316109425 -0.606753966 0.285399833 -0.276645176
34 0.297482878 -0.746323661 0.019765846 0.977023871 0.209988557 0.994528527 -0.057863245 -0.415223756 -0.862270312 0.427016253 0.026466296 -0.283741344 0.746085272 -0.350100772 0.040516627 0.841739034 0.962686104 -0.684355436 -0.175905839 0.07881536
35 0.877863803 -0.803930736 0.541867244 0.350768488 -0.418553836 0.47012776 -0.152719358 -0.087565739 -0.333326989 0.853992361 -0.062679607 0.422580485 0.202846826 0.545007682 -0.577083079 0.980098945 0.764136036 -0.754878014 -0.599659336 0.424215728
36 0.963793534 -0.854833228 0.902503431 -0.596582272 -0.879717622 -0.468214463 -0.246185911 0.250147587 0.352344573 0.999379302 -0.151327233 0.916912826 -0.420171793 0.998181235 -0.955347248 0.565320933 -0.105236848 -0.817592221 -0.895398252 0.715468254
37 0.506872698 -0.898606624 0.994212297 -0.997818383 -0.989084585 -0.994299863 -0.337412471 0.559136078 0.872345948 0.815238252 -0.238771867 0.951271534 -0.877935777 0.641951288 -0.937397153 -0.168506955 -0.882223984 -0.87184935 -0.999988586 0.915396816
38 -0.235540955 -0.934885863 0.789666501 -0.485646131 -0.702919157 -0.644916999 -0.425568988 0.803918106 0.982175782 0.362286529 -0.324318359 0.508420401 -0.990405386 -0.234823026 -0.530677296 -0.807234662 -0.884720782 -0.91708817 -0.891102514 0.998482087
39 -0.845287667 -0.963368387 0.34981645 0.471089224 -0.135658159 0.272307003 -0.509853346 0.956384972 0.630192784 -0.210122892 -0.407286649 -0.189482218 -0.713346037 -0.921184444 0.096132078 -0.99038377 -0.110535343 -0.952840737 -0.59198491 0.954118877
40 -0.978931486 -0.983816657 -0.194271654 0.996586948 0.485852189 0.949768185 -0.589498657 0.999028668 -0.018102871 -0.713247935 -0.487017172 -0.792330191 -0.155725877 -0.860577389 0.683072283 -0.614590514 0.760687308 -0.97873723 -0.166491053 0.787969806
41 -0.561198383 -0.996060141 -0.680470831 0.609803571 0.913071492 0.790970673 -0.663780248 0.926952353 -0.657886671 -0.981191842 -0.562876101 -0.997701995 0.463141666 -0.102146806 0.986719704 0.108058865 0.964114726 -0.99450978 0.294545122 0.521242511
42 0.172626133 -0.999996731 -0.9639038 -0.335197303 0.975155845 -0.064266362 -0.732022247 0.748432662 -0.988336324 -0.925604759 -0.634260388 -0.702571899 0.899854414 0.739112405 0.881141661 0.76972312 0.321161233 -0.999995236 0.692702145 0.187982659
43 0.809220079 -0.995593596 -0.960113411 -0.973356747 0.647277873 -0.86291769 -0.793603733 0.483969288 -0.854076496 -0.564815562 -0.700602556 -0.054993305 0.982652132 0.981041408 0.410124878 0.996979144 -0.603734575 -0.995136857 0.942981916 -0.169271718
44 0.990025973 -0.982887458 -0.67022912 -0.720500144 0.060555139 -0.901781071 -0.847964391 0.163930971 -0.318235308 -0.01778823 -0.761375212 0.62017294 0.678970266 0.427465225 -0.230984326 0.661570577 -0.998621447 -0.979984899 0.991955 -0.504919876
45 0.613206045 -0.961984283 -0.18063044 0.191906201 -0.55038344 -0.146637796 -0.894609604 -0.174931795 0.367238106 0.535104462 -0.816095237 0.984226512 0.108247667 -0.472733232 -0.776296651 -0.047208227 -0.516834508 -0.954696091 0.829166678 -0.776118935
46 -0.10899828 -0.933058398 0.362792368 0.928640568 -0.941225092 0.737618175 -0.933114957 -0.493706871 0.880038488 0.91155574 -0.864327628 0.854538223 -0.505049014 -0.989602571 -0.999652948 -0.729344148 0.418673187 -0.919532018 0.489368815 -0.948252442
47 -0.769810019 -0.896351037 0.798110569 0.81529232 -0.955673241 0.972410813 -0.9631301 -0.755788821 0.979050347 0.987437323 -0.905688957 0.296166814 -0.919708634 -0.704024662 -0.808419934 -0.999860499 0.986634381 -0.874856413 0.045101063 -0.999348892
48 -0.997031169 -0.852168331 0.995608358 -0.044378942 -0.587950109 0.351008214 -0.984381931 -0.93108237 0.617718931 0.737728578 -0.939850418 -0.410778071 -0.972644508 0.152431565 -0.281908299 -0.706086109 0.688445018 -0.821131395 -0.408794811 -0.92288622
49 -0.662680867 -0.800878754 0.896435487 -0.863425479 0.014892765 -0.579452611 -0.996677083 -0.999458286 -0.034060013 0.244766629 -0.966540441 -0.911654204 -0.643036823 0.885284345 0.36152008 -0.013818276 -0.214119226 -0.758912689 -0.775421642 -0.728624293
50 0.044920212 -0.742910046 0.530143416 -0.892087648 0.61178006 -0.999712852 -0.999903686 -0.953064857 -0.669824156 -0.328902869 -0.98554685 -0.955194716 -0.060521119 0.900279262 0.855014063 0.686248171 -0.928711622 -0.688843879 -0.976512359 -0.441359136
51 0.727220267 -0.678745653 0.005879593 -0.104127943 0.964018077 -0.539738761 -0.994032382 -0.797229513 -0.990641222 -0.794122351 -0.996718553 -0.519557304 0.545797695 0.185257265 0.99390529 0.999017101 -0.828002926 -0.611649748 -0.969138349 -0.097757915
52 0.99991814 -0.60892069 -0.520136227 0.779151046 0.930747735 0.395468379 -0.979116592 -0.549847068 -0.845665058 -0.997493763 -0.999966738 0.176718473 0.937452887 -0.679985828 0.720590951 0.747971278 -0.000403692 -0.528128783 -0.754873805 0.258321345
53 0.709418493 -0.53401748 -0.891162229 0.94919094 0.525273758 0.982470689 -0.955292032 -0.239324831 -0.30306254 -0.871958908 -0.995265584 0.784342597 0.960405473 -0.993843171 0.14842359 0.074793301 0.827549937 -0.439144916 -0.379459676 0.581427892
54 0.019343399 -0.454660696 -0.996640354 0.250336296 -0.090255848 0.70442017 -0.922775477 0.098679447 0.382038066 -0.458910728 -0.982652463 0.998497567 0.605628144 -0.501814656 -0.485299969 -0.640595732 0.9290107 -0.345618584 0.076961065 0.830319687
55 -0.68162674 -0.371512155 -0.805140305 -0.677677551 -0.669692373 -0.193863265 -0.881862787 0.425352211 0.887506792 0.105455305 -0.962227644 0.711751534 0.012655725 0.397124473 -0.917753497 -0.99445209 0.214907815 -0.248517214 0.516952248 0.973227624
56 -0.998674962 -0.285265295 -0.373725129 -0.985341691 -0.981320633 -0.921452584 -0.832926219 0.703181121 0.975675445 0.63504928 -0.934153498 0.067951995 -0.585294223 0.974043985 -0.96958414 -0.787070049 -0.687859207 -0.148845211 0.846585063 0.991910617
57 -0.753225875 -0.196639394 0.169052391 -0.3910187 -0.900521286 -0.837714733 -0.776411035 0.900262653 0.605087682 0.95524677 -0.898653201 -0.609935982 -0.953046464 0.76113237 -0.619296007 -0.135489701 -0.986765622 -0.047633571 0.995489879 0.883983926
58 -0.083527113 -0.106373568 0.661455802 0.56124493 -0.459605785 -0.016379814 -0.712831456 0.993965628 -0.050008477 0.960468207 -0.856008967 -0.981846704 -0.945963106 -0.068964965 -0.012165232 0.592556898 -0.419406266 0.054070786 0.931878668 0.663223555
59 0.633217763 -0.015220614 0.95675909 0.999741906 0.165104893 0.81937732 -0.642765977 0.973529989 -0.681590967 0.648991913 -0.806559802 -0.861209407 -0.566830052 -0.843140107 0.60001087 0.986182474 0.51614315 0.155215841 0.669331079 0.357807851
60 0.993306769 0.076059277 0.966967995 0.523069716 0.723790546 0.933683244 -0.566852109 0.841302392 -0.992693701 0.123521793 -0.750698805 -0.308542359 0.035238704 -0.933631234 0.963342516 0.823236769 0.998578742 0.254755361 0.263895465 0.006720754
61 0.793922066 0.166704852 0.689040475 -0.43242333 0.993034215 0.225893058 -0.485780577 0.612466737 -0.837038142 -0.442677497 -0.688870051 0.398906415 0.623447987 -0.267061057 0.927143996 0.195681365 0.604378013 0.351659721 -0.197876246 -0.345224195
62 0.147365818 0.25596015 0.205793171 -0.992073714 0.865166046 -0.680793065 -0.400289032 0.313300576 -0.28781255 -0.86291156 -0.621565053 0.906241909 0.966453592 0.616063136 0.506428038 -0.542310628 -0.320396516 0.444926554 -0.617405566 -0.653103957
63 -0.582193287 0.343080804 -0.338776233 -0.643574437 0.391320191 -0.988049635 -0.311155345 -0.021842375 0.39674068 -0.998615504 -0.54931886 0.958956885 0.929350539 0.999635102 -0.124320463 -0.974239059 -0.963900063 0.533591119 -0.905131861 -0.877620074
64 -0.983835734 0.42734025 -0.78239734 0.294056372 -0.239013605 -0.425341186 -0.219190522 -0.354477133 0.894748956 -0.805043307 -0.472705799 0.530606629 0.526731556 0.572624659 -0.703509135 -0.856336707 -0.761211148 0.616736279 -0.999631653 -0.990114807
65 -0.831338972 0.508035783 -0.992880252 0.962506382 -0.773766473 0.511874717 -0.125231332 -0.646406732 0.972051938 -0.346022043 -0.392334914 -0.16392494 -0.083052289 -0.318714692 -0.990929181 -0.255144062 0.109732871 0.693501991 -0.880731238 -0.976229078
66 -0.210595831 0.584494425 -0.907505423 0.749872827 -0.999092111 0.998391503 -0.030132689 -0.864108443 0.592302254 0.227093987 -0.308845122 -0.776222791 -0.660171457 -0.951615217 -0.867377953 0.490044103 0.884344155 0.763094199 -0.573813338 -0.837735291
67 0.528764069 0.656078528 -0.551712783 -0.149198383 -0.824883374 0.605837388 0.065240125 -0.982583242 -0.065944198 0.725329714 -0.222900134 -0.999124827 -0.977643511 -0.812871615 -0.384096253 0.958666337 0.882603837 0.82479305 -0.144398431 -0.592311104
68 0.970300977 0.722191099 -0.031521166 -0.911692584 -0.320805888 -0.320148769 0.160019333 -0.988226484 -0.693184106 0.984400549 -0.135183178 -0.720811192 -0.910605886 -0.014988062 0.258482933 0.886246557 0.106039714 0.877960337 0.315842486 -0.271283006
69 0.865322042 0.782280776 0.498063105 -0.839618446 0.31156105 -0.964248045 0.25334256 -0.880390146 -0.994493237 0.918882378 -0.04639157 -0.080899232 -0.485424649 0.795048985 0.793860653 0.313656278 -0.76361498 0.922046104 0.708657715 0.08437226
70 0.272955981 0.835846426 0.879234892 0.001046973 0.819335522 -0.759339297 0.344360677 -0.671457243 -0.828197946 0.550378682 0.042768833 0.599596209 0.130675338 0.960398065 0.999997969 -0.43595203 -0.962904285 0.956594335 0.950189515 0.429258062
71 -0.473150798 0.882441323 0.9984129 0.840753987 0.999459819 0.114157953 0.432245531 -0.385419863 -0.272489225 0.000397161 0.131589241 0.979301391 0.695380381 0.346981198 0.791402883 -0.939522321 -0.316875305 0.981247664 0.988875958 0.719352408
72 -0.952758404 0.92167688 0.820084552 0.91083024 0.779902694 0.887140591 0.516197477 -0.055124123 0.411342204 -0.549715316 0.219363566 0.867735422 0.986590552 -0.547795192 0.254586712 -0.912854897 0.607333441 0.995751082 0.816458307 0.917627008
73 -0.89573091 0.95322588 0.397388002 0.147127548 0.248464481 0.879007328 0.595452653 0.281501606 0.901763134 -0.918568703 0.305394038 0.320865896 0.889772149 -0.998376349 -0.387815032 -0.371000038 0.998373865 0.999954567 0.469744081 0.99877365
74 -0.334188689 0.976825213 -0.143721939 -0.751256499 -0.382334042 0.096919398 0.669289935 0.585802069 0.968180748 -0.984539993 0.388996749 -0.386967517 0.443004095 -0.639395793 -0.86937699 0.380235916 0.512957826 0.993814638 0.022749433 0.952434596
75 0.415583183 0.992278066 -0.64200572 -0.961936271 -0.860238161 -0.770504818 0.737037492 0.822833972 0.579365906 -0.725876298 0.469507089 -0.900676854 -0.177998595 0.238056935 -0.990379408 0.916878327 -0.422775692 0.977394806 -0.429101737 0.784524665
76 0.931280474 0.999455567 -0.9489851 -0.292054361 -0.994135243 -0.959509434 0.798078905 0.965378574 -0.081863117 -0.227867484 0.546285035 -0.962557409 -0.728993986 0.922474461 -0.700638561 0.936062602 -0.987361185 0.950864917 -0.789348766 0.516476257
77 0.922439973 0.998297857 -0.973186584 0.645175696 -0.730480189 -0.303678311 0.851858771 0.997067257 -0.70460062 0.34527668 0.61872023 -0.541566512 -0.993274187 0.858877467 -0.120319611 0.426961722 -0.685158071 0.914499391 -0.981086534 0.182503667
78 0.394041034 0.98881459 -0.707398633 0.99180842 -0.174707979 0.619537665 0.897887757 0.914261162 -0.996039374 0.804571848 0.686236846 0.151103775 -0.866897124 0.098835375 0.509899882 -0.323103319 0.218534365 0.868674389 -0.963383085 -0.174764098
79 -0.356299006 0.971084856 -0.230820547 0.430534334 0.450929504 0.997258682 0.935747058 0.726469039 -0.819146721 0.998573405 0.74829815 0.767972141 -0.399567216 -0.741350177 0.928646942 -0.890818711 0.930378974 0.813863922 -0.74001773 -0.509724584
80 -0.905955901 0.945256514 0.314537278 -0.524853217 0.896241434 0.496906232 0.965092198 0.455255351 -0.257096468 0.863312702 0.804410781 0.99958367 0.224913494 -0.980390961 0.962253244 -0.955783219 0.825458749 0.75063494 -0.358674247 -0.779622687
81 -0.945338908 0.911544969 0.766169513 -0.999787285 0.983148711 -0.440965776 0.985656173 0.131763984 0.425838917 0.443389611 0.854128665 0.729749347 0.760935155 -0.424453991 0.596781135 -0.481332857 -0.004118522 0.679641478 0.099238599 -0.950008011
82 -0.452265798 0.870231364 0.989499109 -0.559510647 0.676897337 -0.990573079 0.997251876 -0.206858045 0.908547539 -0.122733514 0.897056564 0.093832831 0.997679083 0.475663508 -0.016195949 0.264767075 -0.830080208 0.601617884 0.535966103 -0.999132194
83 0.295543141 0.821660246 0.917978474 0.392945073 0.099956452 -0.667993503 0.9997738 -0.521726244 0.964062862 -0.648387392 0.93285322 -0.589155366 0.84203329 0.990075792 -0.622456035 0.861440552 -0.927327744 0.517371224 0.858276185 -0.920724915
84 0.876889289 0.766236686 0.572919277 0.985696742 -0.516956762 0.242745776 0.993198999 -0.77668381 0.566281932 -0.960246773 0.961234062 -0.976591002 0.355213662 0.701657104 -0.97056291 0.971943281 -0.210489072 0.427772937 0.99736246 -0.724794254
85 0.964333132 0.704422902 0.057142006 0.676136264 -0.927140291 0.939750516 0.977587295 -0.942453569 -0.097761176 -0.955481437 0.981973474 -0.874115167 -0.271312403 -0.155720102 -0.916145081 0.533910895 0.691134593 0.333749816 0.923532952 -0.436349238
86 0.508622484 0.636734407 -0.475662398 -0.252363018 -0.966562794 0.809316992 0.953080735 -0.999999924 -0.715837599 -0.635662671 0.994906587 -0.333135346 -0.79113061 -0.886827256 -0.48177143 -0.2054445 0.986022242 0.236274426 0.652548699 -0.092207632
87 -0.233566538 0.563735704 -0.866729264 -0.949847825 -0.619459312 -0.033709754 0.9199023 -0.942714736 -0.997331715 -0.106245165 0.999930586 0.374963389 -0.999795135 -0.898825435 0.152408849 -0.828853292 0.415296721 0.13635504 0.242259105 0.263703562
88 -0.844200695 0.486035585 -0.999528769 -0.777836778 -0.024635638 -0.847055494 0.878353873 -0.777176154 -0.809886775 0.458204842 0.997005534 0.894959976 -0.81523769 -0.181985576 0.723380112 -0.98448259 -0.520011155 0.035025214 -0.219747682 0.585955045
89 -0.97934419 0.404282051 -0.834489413 0.106210276 0.580039764 -0.914579746 0.828813495 -0.522393229 -0.241638202 0.871569749 0.986154683 0.96599568 -0.310045187 0.682422437 0.994341594 -0.58449997 -0.998809548 -0.066666908 -0.634842988 0.833413919
90 -0.56287831 0.319156905 -0.420789504 0.893031867 0.952758751 -0.176828274 0.771731921 -0.20762308 0.440227124 0.99754965 0.967464293 0.552435106 0.317088876 0.993468907 0.852916561 0.145356589 -0.600768999 -0.167669436 -0.914412749 0.974493982
91 0.170625192 0.231370069 0.118296958 0.862367241 0.944471954 0.716618223 0.707628526 0.13098875 0.915100444 0.794604857 0.941082945 -0.138257138 0.819511078 0.498933001 0.357758675 0.793178326 0.324677054 -0.266937611 -0.998774734 0.991187459
92 0.808025141 0.141653664 0.622133378 0.042286963 0.558493243 0.979091575 0.637086572 0.454558939 0.95969933 0.329652895 0.907220362 -0.759592038 0.999617488 -0.400176846 -0.285773626 0.993354432 0.96509431 -0.363444614 -0.869919446 0.881363558
93 0.990310079 0.050755903 0.940586943 -0.81650303 -0.050825485 0.379487365 0.560747905 0.725931419 0.553053668 -0.243996391 0.866145736 -0.999874018 0.786571797 -0.974791974 -0.810786105 0.632911622 0.758270693 -0.456192189 -0.555354762 0.659040447
94 0.614809174 -0.040565149 0.978765089 -0.927861719 -0.639819232 -0.554250598 0.479307115 0.913944069 -0.113634326 -0.7371921 0.818185594 -0.738564493 0.264165417 -0.758969446 -0.999538632 -0.084727185 -0.114226649 -0.544220964 -0.122233586 0.352595943
95 -0.10697908 -0.131547899 0.725291521 -0.189850756 -0.972950907 -0.999978025 0.393505212 0.997007105 -0.726892179 -0.9873115 0.763721202 -0.106750614 -0.362137894 0.072284934 -0.773749259 -0.754548555 -0.886446241 -0.626620382 0.336981874 0.001145307
96 -0.768512049 -0.221433571 0.255696108 0.72195062 -0.917002007 -0.565237639 0.304122891 0.965582269 -0.998369933 -0.911882059 0.703185528 0.578615212 -0.846011449 0.84492503 -0.227060346 -0.998525757 -0.880468843 -0.702538111 0.724258834 -0.350451519
97 -0.997185504 -0.309472543 -0.290091446 0.97287448 -0.494346354 0.367187231 0.211973421 0.823278123 -0.800420467 -0.535775326 0.637059809 0.973715995 -0.99714655 0.932433757 0.413798041 -0.678965506 -0.101541917 -0.771188867 0.956921857 -0.657315931
98 -0.664200577 -0.39493059 -0.74943776 0.333223763 0.125997139 0.976308459 0.117895252 0.586435674 -0.226118366 0.016994028 0.565869716 0.880347567 -0.756101375 0.263852187 0.883040624 0.023782148 0.766527035 -0.831862536 0.98530231 -0.880279072
99 0.042891092 -0.477095015 -0.985467152 -0.611461795 0.6959547 0.725802622 0.022744378 0.282251908 0.454503159 0.564159895 0.490181184 0.34534864 -0.217679606 -0.618681395 0.986056904 0.713107884 0.961674152 -0.883931515 0.803341566 -0.990881429
100 0.725824627 -0.555280585 -0.927847753 -0.996411908 0.987601759 -0.163763105 -0.072613441 -0.054343283 0.921420177 0.925303823 0.410595905 -0.362896057 0.406356105 -0.999539661 0.680122605 0.999977301 0.312582897 -0.92685721 0.449884395 -0.97500547
101 0.999942066 -0.628835253 -0.59374895 -0.469241153 0.884309405 -0.909137521 -0.167310567 -0.384698151 0.955091262 0.981344865 0.327746552 -0.88909224 0.870570927 -0.569892909 0.092118852 0.722490057 -0.610919887 -0.960195602 0.000386425 -0.834677638
102 0.710848507 -0.697145592 -0.082725263 0.487475499 0.427383986 -0.854028021 -0.260485369 -0.670877533 0.539684484 0.71380446 0.242291744 -0.969271117 0.992387989 0.321867635 -0.534089652 0.037251483 -0.998105865 -0.983601842 -0.449194039 -0.587809691
103 0.021374056 -0.759641909 0.452948838 0.997954435 -0.200451194 -0.046957814 -0.351290072 -0.880019008 -0.129478521 0.210899415 0.154910812 -0.563210578 0.723896329 0.952632699 -0.938793421 -0.669010691 -0.509070653 -0.996833819 -0.80288108 -0.265912403
104 -0.680139195 -0.815803002 0.853653571 0.594900466 -0.748126455 0.801458146 -0.438898463 -0.988106536 -0.737761545 -0.361546053 0.066298401 0.125387197 0.170694402 0.810928582 -0.95414835 -0.997703656 0.426869551 -0.999754663 -0.985169997 0.089926536
105 -0.998568379 -0.8651605 0.999987229 -0.352728618 -0.996627864 0.944200498 -0.522513411 -0.982728258 -0.999153763 -0.814777982 -0.022841056 0.751083895 -0.449642068 0.011660078 -0.573786238 -0.763323136 0.988067797 -0.992334161 -0.957145964 0.434287052
